Sun Sep 01 2013 13:33:42 GMT+0200 (Central European Summer Time),8252
Tue Oct 01 2013 13:33:42 GMT+0200 (Central European Summer Time),8252
Fri Nov 01 2013 13:33:42 GMT+0100 (Central European Standard Time),8267
Sun Dec 01 2013 13:33:42 GMT+0100 (Central European Standard Time),8344
Wed Jan 01 2014 13:33:42 GMT+0100 (Central European Standard Time),8369
Sat Feb 01 2014 13:33:42 GMT+0100 (Central European Standard Time),8362
Sat Mar 01 2014 13:33:42 GMT+0100 (Central European Standard Time),8352
Tue Apr 01 2014 13:33:42 GMT+0200 (Central European Summer Time),8339
Thu May 01 2014 13:33:42 GMT+0200 (Central European Summer Time),8351
Sun Jun 01 2014 13:33:42 GMT+0200 (Central European Summer Time),8292
Tue Jul 01 2014 13:33:42 GMT+0200 (Central European Summer Time),8306
Fri Aug 01 2014 13:33:42 GMT+0200 (Central European Summer Time),8398
Mon Sep 01 2014 13:33:42 GMT+0200 (Central European Summer Time),8431
Wed Oct 01 2014 13:33:42 GMT+0200 (Central European Summer Time),8409
Sat Nov 01 2014 13:33:42 GMT+0100 (Central European Standard Time),8406
Mon Dec 01 2014 13:33:42 GMT+0100 (Central European Standard Time),8400
Thu Jan 01 2015 13:33:42 GMT+0100 (Central European Standard Time),8441
Sun Feb 01 2015 13:33:42 GMT+0100 (Central European Standard Time),8449
Sun Mar 01 2015 13:33:42 GMT+0100 (Central European Standard Time),8435
Wed Apr 01 2015 13:33:42 GMT+0200 (Central European Summer Time),8459
Fri May 01 2015 13:33:42 GMT+0200 (Central European Summer Time),8396
Mon Jun 01 2015 13:33:42 GMT+0200 (Central European Summer Time),8322
Wed Jul 01 2015 13:33:42 GMT+0200 (Central European Summer Time),8282
Sat Aug 01 2015 13:33:42 GMT+0200 (Central European Summer Time),8321
Tue Sep 01 2015 13:33:42 GMT+0200 (Central European Summer Time),8331
Thu Oct 01 2015 13:33:42 GMT+0200 (Central European Summer Time),8312
Sun Nov 01 2015 13:33:42 GMT+0100 (Central European Standard Time),8382
Tue Dec 01 2015 13:33:42 GMT+0100 (Central European Standard Time),8285
Fri Jan 01 2016 13:33:42 GMT+0100 (Central European Standard Time),8461
Mon Feb 01 2016 13:33:42 GMT+0100 (Central European Standard Time),8407
Tue Mar 01 2016 13:33:42 GMT+0100 (Central European Standard Time),8384
Fri Apr 01 2016 13:33:42 GMT+0200 (Central European Summer Time),8537
Sun May 01 2016 13:33:42 GMT+0200 (Central European Summer Time),8409
Wed Jun 01 2016 13:33:42 GMT+0200 (Central European Summer Time),8377
Fri Jul 01 2016 13:33:42 GMT+0200 (Central European Summer Time),8430
Mon Aug 01 2016 13:33:42 GMT+0200 (Central European Summer Time),8456
Thu Sep 01 2016 13:33:42 GMT+0200 (Central European Summer Time),8495
Sat Oct 01 2016 13:33:42 GMT+0200 (Central European Summer Time),8476
Tue Nov 01 2016 13:33:42 GMT+0100 (Central European Standard Time),8487
Thu Dec 01 2016 13:33:42 GMT+0100 (Central European Standard Time),8576
Sun Jan 01 2017 13:33:42 GMT+0100 (Central European Standard Time),8566
Wed Feb 01 2017 13:33:42 GMT+0100 (Central European Standard Time),8741
Wed Mar 01 2017 13:33:42 GMT+0100 (Central European Standard Time),8778
Sat Apr 01 2017 13:33:42 GMT+0200 (Central European Summer Time),8795
Mon May 01 2017 13:33:42 GMT+0200 (Central European Summer Time),8838
Thu Jun 01 2017 13:33:42 GMT+0200 (Central European Summer Time),8709
Sat Jul 01 2017 13:33:42 GMT+0200 (Central European Summer Time),8788
Tue Aug 01 2017 13:33:42 GMT+0200 (Central European Summer Time),8839
Fri Sep 01 2017 13:33:42 GMT+0200 (Central European Summer Time),8875
Sun Oct 01 2017 13:33:42 GMT+0200 (Central European Summer Time),8806
Wed Nov 01 2017 13:33:42 GMT+0100 (Central European Standard Time),8913
Fri Dec 01 2017 13:33:42 GMT+0100 (Central European Standard Time),9109
Mon Jan 01 2018 13:33:42 GMT+0100 (Central European Standard Time),9161
Thu Feb 01 2018 13:33:42 GMT+0100 (Central European Standard Time),9228
Thu Mar 01 2018 13:33:42 GMT+0100 (Central European Standard Time),9358
Sun Apr 01 2018 13:33:42 GMT+0200 (Central European Summer Time),9389
Tue May 01 2018 13:33:42 GMT+0200 (Central European Summer Time),9415
Fri Jun 01 2018 13:33:42 GMT+0200 (Central European Summer Time),9495
Sun Jul 01 2018 13:33:42 GMT+0200 (Central European Summer Time),9473
Wed Aug 01 2018 13:33:42 GMT+0200 (Central European Summer Time),9652
Sat Sep 01 2018 13:33:42 GMT+0200 (Central European Summer Time),9702
Mon Oct 01 2018 13:33:42 GMT+0200 (Central European Summer Time),9841
Thu Nov 01 2018 13:33:42 GMT+0100 (Central European Standard Time),9918
Sat Dec 01 2018 13:33:42 GMT+0100 (Central European Standard Time),10 020
Tue Jan 01 2019 13:33:42 GMT+0100 (Central European Standard Time),10 040
Fri Feb 01 2019 13:33:42 GMT+0100 (Central European Standard Time),10 306
Fri Mar 01 2019 13:33:42 GMT+0100 (Central European Standard Time),10 255
Mon Apr 01 2019 13:33:42 GMT+0200 (Central European Summer Time),10 286
Wed May 01 2019 13:33:42 GMT+0200 (Central European Summer Time),10 351
Sat Jun 01 2019 13:33:42 GMT+0200 (Central European Summer Time),10 444
Mon Jul 01 2019 13:33:42 GMT+0200 (Central European Summer Time),10 454
Thu Aug 01 2019 13:33:42 GMT+0200 (Central European Summer Time),10 638
Sun Sep 01 2019 13:33:42 GMT+0200 (Central European Summer Time),10 791
Tue Oct 01 2019 13:33:42 GMT+0200 (Central European Summer Time),10 866
Fri Nov 01 2019 13:33:42 GMT+0100 (Central European Standard Time),10 811
Sun Dec 01 2019 13:33:42 GMT+0100 (Central European Standard Time),11 076
Wed Jan 01 2020 13:33:42 GMT+0100 (Central European Standard Time),11 360
Sat Feb 01 2020 13:33:42 GMT+0100 (Central European Standard Time),11 468
Sun Mar 01 2020 13:33:42 GMT+0100 (Central European Standard Time),11 477
Wed Apr 01 2020 13:33:42 GMT+0200 (Central European Summer Time),11 411
Fri May 01 2020 13:33:42 GMT+0200 (Central European Summer Time),11 435
Mon Jun 01 2020 13:33:42 GMT+0200 (Central European Summer Time),11 342
Wed Jul 01 2020 13:33:42 GMT+0200 (Central European Summer Time),11 403
Sat Aug 01 2020 13:33:42 GMT+0200 (Central European Summer Time),11 405
Tue Sep 01 2020 13:33:42 GMT+0200 (Central European Summer Time),11 687
Thu Oct 01 2020 13:33:42 GMT+0200 (Central European Summer Time),11 685
Sun Nov 01 2020 13:33:42 GMT+0100 (Central European Standard Time),11 695
Tue Dec 01 2020 13:33:42 GMT+0100 (Central European Standard Time),11 797
Fri Jan 01 2021 13:33:42 GMT+0100 (Central European Standard Time),11 965
Mon Feb 01 2021 13:33:42 GMT+0100 (Central European Standard Time),12 060
Mon Mar 01 2021 13:33:42 GMT+0100 (Central European Standard Time),11 990
Thu Apr 01 2021 13:33:42 GMT+0200 (Central European Summer Time),12 163
Sat May 01 2021 13:33:42 GMT+0200 (Central European Summer Time),12 376
Tue Jun 01 2021 13:33:42 GMT+0200 (Central European Summer Time),12 534
Thu Jul 01 2021 13:33:42 GMT+0200 (Central European Summer Time),12 656
Sun Aug 01 2021 13:33:42 GMT+0200 (Central European Summer Time),12 711
Wed Sep 01 2021 13:33:42 GMT+0200 (Central European Summer Time),12 988
Fri Oct 01 2021 13:33:42 GMT+0200 (Central European Summer Time),12 901
Mon Nov 01 2021 13:33:42 GMT+0100 (Central European Standard Time),13 052
Wed Dec 01 2021 13:33:42 GMT+0100 (Central European Standard Time),13 296
Sat Jan 01 2022 13:33:42 GMT+0100 (Central European Standard Time),13 405
Tue Feb 01 2022 13:33:42 GMT+0100 (Central European Standard Time),13 254
Tue Mar 01 2022 13:33:42 GMT+0100 (Central European Standard Time),13 671
Fri Apr 01 2022 13:33:42 GMT+0200 (Central European Summer Time),13 818
Sun May 01 2022 13:33:42 GMT+0200 (Central European Summer Time),13 810
Wed Jun 01 2022 13:33:42 GMT+0200 (Central European Summer Time),13 686
Fri Jul 01 2022 13:33:42 GMT+0200 (Central European Summer Time),13 641
Mon Aug 01 2022 13:33:42 GMT+0200 (Central European Summer Time),13 713
Thu Sep 01 2022 13:33:42 GMT+0200 (Central European Summer Time),13 768
Sat Oct 01 2022 13:33:42 GMT+0200 (Central European Summer Time),13 961
Tue Nov 01 2022 13:33:42 GMT+0100 (Central European Standard Time),13 598
Thu Dec 01 2022 13:33:42 GMT+0100 (Central European Standard Time),13 596
Sun Jan 01 2023 13:33:42 GMT+0100 (Central European Standard Time),13 787
Wed Feb 01 2023 13:33:42 GMT+0100 (Central European Standard Time),13 847
Wed Mar 01 2023 13:33:42 GMT+0100 (Central European Standard Time),13 997
Sat Apr 01 2023 13:33:42 GMT+0200 (Central European Summer Time),14 095
Mon May 01 2023 13:33:42 GMT+0200 (Central European Summer Time),14 294
Thu Jun 01 2023 13:33:42 GMT+0200 (Central European Summer Time),14 582
Sat Jul 01 2023 13:33:42 GMT+0200 (Central European Summer Time),14 857
Tue Aug 01 2023 13:33:42 GMT+0200 (Central European Summer Time),15 309
Fri Sep 01 2023 13:33:42 GMT+0200 (Central European Summer Time),15 841
Sun Oct 01 2023 13:33:42 GMT+0200 (Central European Summer Time),15 968
Wed Nov 01 2023 13:33:42 GMT+0100 (Central European Standard Time),16 355
Fri Dec 01 2023 13:33:42 GMT+0100 (Central European Standard Time),16 763
Mon Jan 01 2024 13:33:42 GMT+0100 (Central European Standard Time),17 073
Thu Feb 01 2024 13:33:42 GMT+0100 (Central European Standard Time),17 308
Fri Mar 01 2024 13:33:42 GMT+0100 (Central European Standard Time),17 561
Mon Apr 01 2024 13:33:42 GMT+0200 (Central European Summer Time),17 442
Wed May 01 2024 13:33:42 GMT+0200 (Central European Summer Time),17 825
Sat Jun 01 2024 13:33:42 GMT+0200 (Central European Summer Time),17 942
Mon Jul 01 2024 13:33:42 GMT+0200 (Central European Summer Time),17 710
